customer_id,customer_name,phone,gender,age,city,province,signup_date,acquisition_channel
CUST-00046,Ulfa Wibowo,0829-5246-3373,Male,20,Medan,Sumatera Utara,2022-01-02,Organic Social
CUST-00047,Jasmine Kusuma,0864-9204-7372,Male,30,Yogyakarta,DI Yogyakarta,2022-01-31,Google Search
CUST-00048,Guntur Yulianti,0876-9898-1261,Female,29,Jakarta,DKI Jakarta,2022-03-13,Instagram Ads
CUST-00049,Mega Maulana,0870-6721-9916,Male,31,Surabaya,Jawa Timur,2022-07-03,Google Search
CUST-00050,Krisna Handoko,+6282656004625,Female,27,Balikpapan,Kalimantan Timur,2022-03-21,TikTok Ads
CUST-00051,Kartika Suryadi,088256378655,male,28,tangerang,Banten,2022-06-16,Google Search
CUST-00052,Ayu Nugroho,+6284534678974,Male,22,Depok,Jawa Barat,2022-09-10,Marketplace
CUST-00053,Omar Handoko,084529796296,Female,29,,Sumatera Selatan,2022-11-13,Marketplace
CUST-00054,Zahra Gunawan,0830-3921-3081,Female,25,Malang,Jawa Timur,2022-01-24,TikTok Ads
CUST-00055,Nadia Ramadhan,+6282712766675,Female,34,Tangerang,Banten,2022-01-14,Marketplace
CUST-00056,Dinda Gunawan,0827-4137-3016,female,34,Medan,Sumatera Utara,2022-07-06,Marketplace
CUST-00057,Oki Suryadi,0817-2031-9222,Female,42,Balikpapan,Kalimantan Timur,2022-06-07,Google Search
CUST-00058,Erik Setiawan,0852-6042-4878,FEMALE,27, Balikpapan,Kalimantan Timur,2022-10-28,TikTok Ads
CUST-00059,Laras Sukmawati,081347474256,Female,37,Medan,Sumatera Utara,2022-04-06,Google Search
CUST-00060,Jihan Ramadhan,088988632738,Female,31,Balikpapan,Kalimantan Timur,2022-07-03,Instagram Ads
CUST-00061,Jasmine Rahayu,0812-6983-9323,Female,27,Surabaya,Jawa Timur,2022-01-30,Organic Social
CUST-00062,Adit Halim,081650753769,Male,27,Depok,Jawa Barat,2022-02-12,Instagram Ads
CUST-00063,Joko Hidayat,0856-6781-3978,Female,29,balikpapan,Kalimantan Timur,2022-12-15,Instagram Ads
CUST-00064,Zaki Setiawan,+6281737419509,Female,28,Depok,Jawa Barat,2022-03-15,Instagram Ads
CUST-00065,Zaki Prakoso,0846-7626-9184,Male,24,Tangerang,Banten,2022-06-09,TikTok Ads
CUST-00066,Faisal Lestari,083631198930,Female,20,Solo,Jawa Tengah,2022-05-24,Instagram Ads
CUST-00067,Mega Utami,+6281627823459,Female,33,Makassar,Sulawesi Selatan,2022-07-23,TikTok Ads
CUST-00068,Indra Wibowo,083630491264,Female,34,Depok,Jawa Barat,2022-05-07,TikTok Ads
CUST-00069,Umar Gunawan,088289129230,Female,25,Denpasar,Bali,2022-10-20,Referral
CUST-00070,Ulfa Prakoso,+6281369836193,Male,28,Yogyakarta,DI Yogyakarta,2022-04-18,Instagram Ads
CUST-00071,Endah Sukmawati,+6283347292151,Male,28,Semarang,Jawa Tengah,2022-11-29,Instagram Ads
CUST-00072,Nadia Saputra,085092614515,Male,19,Bandung,Jawa Barat,2022-05-04,TikTok Ads
CUST-00073,Eka Cahyani,087615298813,Male,28,Medan,Sumatera Utara,2022-06-11,Referral
CUST-00074, Ulfa Nugroho,082438464854,Male,36,Balikpapan,Kalimantan Timur,2022-08-12,Referral
CUST-00075, Omar Cahyani,0872-5460-6356,Male,,Semarang,Jawa Tengah,2022-02-24,Instagram Ads
CUST-00076,Farah Ramadhan,082319727436,Male,33,Bekasi,Jawa Barat,2022-08-15,Organic Social
CUST-00077,Laras Rahayu,089334192890,Male,30,Bekasi,Jawa Barat,2022-05-15,Instagram Ads
CUST-00078,Beni Lestari,082649036566,Female,24,Makassar,Sulawesi Selatan,2022-07-08,Instagram Ads
CUST-00079,Indra Cahyani,+6289492143791,Female,26,Yogyakarta,DI Yogyakarta,2022-01-16,Organic Social
CUST-00080,Erik Permana,+6283320252435,Male,34,Makassar,Sulawesi Selatan,2022-03-13,Instagram Ads
CUST-00081,Adit Nugroho,+6289193094799,Female,34,BOGOR,Jawa Barat,2022-02-20,Marketplace
CUST-00082,Hesti Permana,+6284877688227,Male,30,Balikpapan,Kalimantan Timur,2022-06-18,Referral
CUST-00083,Zahra Hidayat,086353448978,Female,19,Balikpapan,Kalimantan Timur,2022-05-06,Instagram Ads
CUST-00084,Eka Saputra,+6282410754457,MALE,29,Balikpapan,Kalimantan Timur,2022-05-23,Referral
CUST-00085,Hana Pratama,+6283277656795,Female,29,Makassar,Sulawesi Selatan,2022-09-03,Instagram Ads
CUST-00086,Vero Wijaya,+6282071381939,Female,29,Bandung,Jawa Barat,2022-04-07,Google Search
CUST-00087,Citra Cahyani,+6281549358220,Male,39,Balikpapan,Kalimantan Timur,2022-06-12,Instagram Ads
CUST-00088,Farah Santoso,+6288123906862,Female,35,Bandung,Jawa Barat,2022-10-25,TikTok Ads
CUST-00089,Eka Wibowo,083249108946,Female,34,Surabaya,Jawa Timur,2022-06-15,Organic Social
CUST-00090,Rangga Cahyani,083452001043,Female,38,Makassar,Sulawesi Selatan,2022-03-30,Instagram Ads
CUST-00091,Guntur Kurniawan,+6284771713287,M,26,Surabaya,Jawa Timur,2022-03-15,Referral
CUST-00092,Bagus Suryadi,0875-7914-7518,Female,21,Balikpapan,Kalimantan Timur,2022-04-12,Google Search
CUST-00093,Dinda Wibowo,+6284471338112,Female,43,Malang,Jawa Timur,2022-09-04,Referral
CUST-00094,Irfan Handoko,0813-7882-3128,Male,19,Bogor,Jawa Barat,2022-10-10,Marketplace
CUST-00095,Fajar Kusuma,088941607549,Female,28,Depok,Jawa Barat,2022-05-01,Instagram Ads
CUST-00096,Citra Halim,+6287050286142,Female,36, Surabaya,Jawa Timur,2022-07-17,TikTok Ads
CUST-00097,Bagus Setiawan,+6284243972666,Female,36,Depok,Jawa Barat,2022-02-18,Instagram Ads
CUST-00098,Kevin Prakoso,0880-4265-9434,Female,28,Solo,Jawa Tengah,2022-10-23,Instagram Ads
CUST-00099,Ivan Prakoso,089482121443,Female,24,Balikpapan,Kalimantan Timur,2022-12-24,TikTok Ads
CUST-00100,Vero Prakoso,0858-4000-7890,Male,42,Surabaya,Jawa Timur,2022-10-27,Referral
CUST-00101,Indra Saputra,0889-2160-1211,Female,20,Solo,Jawa Tengah,2022-07-16,TikTok Ads
CUST-00102,Sari Setiawan,+6285485435243,Male,37,MEDAN,Sumatera Utara,2022-11-28,Google Search
CUST-00103,Wawan Kusuma,0895-1287-8117,Female,21,Pekanbaru,Riau,2022-01-31,Google Search
CUST-00104,Bagus Setiawan,+6282897117984,Male,40,Solo,Jawa Tengah,2022-02-08,Organic Social
CUST-00105,Bayu Setiawan,+6282247046278,Male,28,Balikpapan,Kalimantan Timur,2022-06-21,Marketplace
CUST-00106,Krisna Suryadi,+6282972532471,Female,29,Bogor,Jawa Barat,2022-11-10,Organic Social
CUST-00107,Yuni Handoko,+6289310741569,Female,26,Medan,Sumatera Utara,2022-08-12,Instagram Ads
CUST-00108,Adit Purnama,087619858000,female,21,Denpasar,Bali,2022-04-06,Organic Social
CUST-00109,Putri Permana,087793841731,Male,30,Bandung,Jawa Barat,2022-05-23,Instagram Ads
CUST-00110,Lukman Firmansyah,0870-6347-4224,Female,28,,Kalimantan Timur,2022-11-05,Google Search
CUST-00111,Laras Hartono,089513308568,M,30,Bogor,Jawa Barat,2022-11-27,Organic Social
CUST-00112,Sinta Kurniawan,+6282793994023,Male,28,Balikpapan,Kalimantan Timur,2022-11-05,Referral
CUST-00113,Tono Nugroho,+6282116449442,Female,32,Bandar Lampung,Lampung,2022-04-09,Google Search
CUST-00114,Yoga Hartono,0872-4122-3698,F,37,Bandung,Jawa Barat,2022-01-28,Instagram Ads
CUST-00115,Ivan Anggraini,+6289467455145,Male,29,Balikpapan,Kalimantan Timur,2022-07-02,Referral
CUST-00116,Dewi Darmawan,084097041132,Female,45,Medan,Sumatera Utara,2022-08-27,Organic Social
CUST-00117,Farah Gunawan,+6289718734897,Male,26,Solo,Jawa Tengah,2022-04-07,Instagram Ads
CUST-00118,Sari Setiawan,+6287587829625,male,34,Makassar,Sulawesi Selatan,2022-03-19,TikTok Ads
CUST-00119,Hesti Wibowo  ,0872-5677-7306,Female,27,Balikpapan,Kalimantan Timur,2022-01-14,Instagram Ads
CUST-00120,Vero Maulana,087188393789,Female,23,Depok,Jawa Barat,2022-01-15,Instagram Ads
CUST-00121,Jihan Sukmawati,0837-5432-9074,Male,30,,Riau,2022-09-21,Marketplace
CUST-00122,Wawan Handoko,089084267756,Female,26,Solo,Jawa Tengah,2022-08-26,Google Search
CUST-00123,Faisal Maulana,0823-5414-8043,Female,35,Malang,Jawa Timur,2022-06-17,Referral
CUST-00124,Nadia Purnama,0854-3030-9465,Male,37,Denpasar,Bali,2022-05-07,TikTok Ads
CUST-00125,Wawan Sukmawati,081953543557,Male,32,Balikpapan,Kalimantan Timur,2022-10-15,TikTok Ads
CUST-00126,Endah Suryadi,0858-6977-5863,Male,38,SEMARANG,Jawa Tengah,2022-05-23,TikTok Ads
CUST-00127,Ulfa Anggraini,089874376636,Male,26,Surabaya,Jawa Timur,2022-01-26,Instagram Ads
CUST-00128,Faisal Kurniawan,+6285757932322,Female,34,Medan,Sumatera Utara,2022-07-19,Organic Social
CUST-00129,Jihan Nugroho,0866-6696-9516,Female,31,Makassar,Sulawesi Selatan,2022-02-28,Instagram Ads
CUST-00130,Rizky Maulana,0827-1859-8952,Female,19,Tangerang ,Banten,2022-08-31,Google Search
CUST-00131,Irfan Wijaya,+6286475952352,Female,27,Semarang,Jawa Tengah,2022-03-06,TikTok Ads
CUST-00132,Umar Firmansyah,0814-2156-1328,Female,23,Bandar Lampung,Lampung,2022-10-17,Instagram Ads
CUST-00133,Prita Hartono,086483208810,Female,26,Depok,Jawa Barat,2022-07-07,TikTok Ads
CUST-00134,Ulfa Ramadhan,0894-8996-3000,Female,32,Bandar Lampung,Lampung,2022-03-03,Referral
CUST-00135,Cindy Hidayat,0880-6529-5278,Male,33,Balikpapan,Kalimantan Timur,2022-08-06,Instagram Ads
CUST-00136,Zaki Halim,+6284021624195,Female,37,Semarang,Jawa Tengah,2022-09-01,Instagram Ads
CUST-00137,Kartika Kurniawan,+6288524035645,MALE,42,Medan,Sumatera Utara,2022-11-23,Instagram Ads
CUST-00138,Taufik Anggraini,085110892518,Female,34,Solo,Jawa Tengah,2022-11-03,Google Search
CUST-00139,Cahya Prakoso,086259798476,Female,28,Tangerang,Banten,2022-03-01,TikTok Ads
CUST-00140,Nanda Hartono,088593086403,Female,37,Semarang,Jawa Tengah,2022-09-14,Organic Social
CUST-00141,Citra Setiawan,0873-4798-7996,Male,27,Bandung,Jawa Barat,2022-08-24,Instagram Ads
CUST-00142,Kevin Halim,+6281220634737,Female,36,Semarang,Jawa Tengah,2022-01-20,Marketplace
CUST-00143,Prita Rahayu,+6287076488563,Female,39,Jakarta,DKI Jakarta,2022-07-03,Marketplace
CUST-00144,Lukman  Rahayu,0889-7630-5898,Female,31,Jakarta,DKI Jakarta,2022-06-14,Referral
CUST-00145,Jihan Hidayat,087614906442,Female,34,Bogor,Jawa Barat,2022-01-23,TikTok Ads
CUST-00146,Adit Purnama,+6288253953051,Female,32,Tangerang,Banten,2022-01-27,Organic Social
CUST-00147,Erik Utami,084667307166,Female,32,Bandung,Jawa Barat,2022-02-11,Google Search
CUST-00148,Endah Kurniawan,089293805554,Female,20,Bandung,Jawa Barat,2022-08-11,Instagram Ads
CUST-00149,Prita Anggraini,089777556319,Male,39,Makassar,Sulawesi Selatan,2022-02-28,TikTok Ads
CUST-00150,Ayu Setiawan,+6286025055280,Male,35,Jakarta,DKI Jakarta,2022-10-20,Organic Social
CUST-00151,Yuni Lestari,+6281341317049,Male,30,Semarang,Jawa Tengah,2022-12-21,Referral
CUST-00152,Citra Nugroho,0883-9442-8050,Female,27,Medan,Sumatera Utara,2022-11-30,TikTok Ads
CUST-00153,Cahya Wibowo,+6282936432093,Male,28,Medan,Sumatera Utara,2022-08-30,Organic Social
CUST-00154,Tono Cahyani,+6288322228604,Male,39,Yogyakarta,DI Yogyakarta,2022-01-10,Instagram Ads
CUST-00155,Tono Kusuma,083011314838,Male,19,Makassar,Sulawesi Selatan,2022-04-05,Instagram Ads
CUST-00156,Umar Kurniawan,+6289858713641,Male,22,Semarang,Jawa Tengah,2022-09-11,Referral
CUST-00157,Dinda Hartono,0852-4751-4384,Male,37,Malang,Jawa Timur,2022-09-18,Organic Social
CUST-00158,Sari Gunawan,0811-7538-4499,Female,19,Balikpapan,Kalimantan Timur,2022-03-25,Marketplace
CUST-00159,Rangga Gunawan,082251735386,Female,26,Balikpapan,Kalimantan Timur,2022-12-03,Marketplace
CUST-00160,Omar Handoko,082884034121,Female,25,Bandung,Jawa Barat,2022-10-11,Marketplace
CUST-00161,Cindy Lestari,+6284334283513,Female,33,Palembang,Sumatera Selatan,2022-04-04,Marketplace
CUST-00162,Mega Nugroho,086492463221,Female,25,Yogyakarta,DI Yogyakarta,2022-06-01,Google Search
CUST-00163,Ivan Hartono,+6286553617078,Male,38,Bekasi,Jawa Barat,2022-11-09,TikTok Ads
CUST-00164,Guntur Gunawan,087383319094,Male,29,Depok,Jawa Barat,2022-12-09,Marketplace
CUST-00165,Tono Saputra,0890-4072-5522,Female,36,Denpasar,Bali,2022-02-24,Google Search
CUST-00166,Vina Kusuma  ,0820-9033-8050,Male,21,Denpasar,Bali,2022-10-20,Google Search
CUST-00167,Rangga Rahayu,0820-7091-9918,Female,26,Jakarta,DKI Jakarta,2022-10-12,Instagram Ads
CUST-00168,Faisal Kusuma,088514616163,Female,27,Malang,Jawa Timur,2022-08-27,Google Search
CUST-00169,Jasmine Sukmawati  ,0852-9631-5911,Male,29,Semarang,Jawa Tengah,2022-11-08,Google Search
CUST-00170,Cindy Yulianti,+6286465196520,Female,36,Balikpapan,Kalimantan Timur,2022-09-30,Instagram Ads
CUST-00171,Hilda Saputra,0822-6350-2404,Male,24,Bandung,Jawa Barat,2022-01-25,Instagram Ads
CUST-00172,Mega Handoko,081619124163,Female,24,Denpasar,Bali,2022-09-15,Organic Social
CUST-00173,Adit Kurniawan,082918787944,Male,26,Medan,Sumatera Utara,2022-04-12,Organic Social
CUST-00174,Gita Hartono,086530618722,Female,29,Balikpapan,Kalimantan Timur,2022-10-23,TikTok Ads
CUST-00175,Bayu Darmawan,+6282415758594,Male,,Tangerang,Banten,2022-01-27,Organic Social
CUST-00176,Rangga Yulianti,+6282830319669,Female,31,Surabaya,Jawa Timur,2022-12-14,Marketplace
CUST-00177,Beni Yulianti,0876-2638-7926,Female,31,Denpasar,Bali,2022-01-05,TikTok Ads
CUST-00178,Bagus Handoko,0875-7442-9387,Female,20,Semarang,Jawa Tengah,2022-11-04,Referral
CUST-00179,Cahya Suryadi,0819-8844-1370,Male,30,Medan,Sumatera Utara,2022-01-20,Instagram Ads
CUST-00180,Faisal Purnama,081485398327,Female,21,Palembang,Sumatera Selatan,2022-01-18,Referral
CUST-00181,Tono Hidayat,0873-7629-4475,Female,31,Bandung,Jawa Barat,2022-10-27,TikTok Ads
CUST-00182,Ivan Halim,087946929972,Female,38,Semarang,Jawa Tengah,2022-12-09,Referral
CUST-00183,Wulan Santoso,082811661136,Female,26,Balikpapan,Kalimantan Timur,2022-03-14,Referral
CUST-00184,Anwar Cahyani,+6284115052546,Female,29,Balikpapan,Kalimantan Timur,2022-07-15,Referral
CUST-00185,Nadia Wijaya,+6287581593801,female,19,Solo,Jawa Tengah,2022-07-12,Instagram Ads
CUST-00186,Prita Hartono,084633871355,Male,40,Surabaya,Jawa Timur,2022-12-09,Marketplace
CUST-00187,Doni Saputra,+6286377457783,Male,38,,Jawa Barat,2022-12-11,TikTok Ads
CUST-00188,Cindy Suryadi,+6284410888663,Female,32,Yogyakarta,DI Yogyakarta,2022-07-31,Instagram Ads
CUST-00189,Kartika Rahayu,+6286774262854,F,33,Balikpapan,Kalimantan Timur,2022-05-17,Organic Social
CUST-00190,Maya Hidayat,0879-1052-6036,Female,28,Jakarta,DKI Jakarta,2022-12-14,Organic Social
CUST-00191,Kartika Wibowo,0886-6321-7054,Female,32,Bandung,Jawa Barat,2022-02-03,Instagram Ads
CUST-00192,Nadia Marliana,089113898206,MALE,33,Malang,Jawa Timur,2022-08-22,Google Search
CUST-00193,Reza Maulana,0868-4257-2900,Male,29, Bogor,Jawa Barat,2022-01-08,Instagram Ads
CUST-00194,Kevin Saputra,0832-4415-4925,Female,35,Pekanbaru,Riau,2022-08-07,Marketplace
CUST-00195,Indra Darmawan,087979125274,Male,25,Semarang,Jawa Tengah,2022-03-12,Instagram Ads
CUST-00196,Hana Handoko,+6284954178405,Male,28,Tangerang,Banten,2022-04-14,Referral
CUST-00197,Rangga Wibowo,085777656036,Female,34,Balikpapan,Kalimantan Timur,2022-06-10,Google Search
CUST-00198,Beni Purnama,+6287568648781,M,30,,Jawa Barat,2022-05-01,Organic Social
CUST-00199,NADIA HALIM,089882567992,Female,26,Surabaya,Jawa Timur,2022-10-06,Google Search
CUST-00200,Adit Santoso,+6285925567522,Male,31,Bogor,Jawa Barat,2022-01-03,TikTok Ads
CUST-00201,Doni Maulana,+6285336072755,Male,27,Bandung,Jawa Barat,2022-02-25,TikTok Ads
CUST-00202,Irfan Hidayat,+6282623148536,Male,33,Jakarta,DKI Jakarta,2022-06-28,Instagram Ads
CUST-00203,Laras Ramadhan,082029368049,Female,28,Balikpapan,Kalimantan Timur,2022-12-03,Referral
CUST-00204,Hilda Pratama,0828-8114-3920,Female,39,Bogor,Jawa Barat,2022-02-02,Instagram Ads
CUST-00205,Maya Hidayat  ,+6288017867261,Female,30,Bandar Lampung,Lampung,2022-04-06,Organic Social
CUST-00206,Prita Ramadhan,+6282929833375,Female,27,Balikpapan,Kalimantan Timur,2022-11-16,Marketplace
CUST-00207,Yoga Anggraini,0867-1288-1250,F,19,Bandung,Jawa Barat,2022-06-03,Google Search
CUST-00208,Ayu Handoko,0811-8511-7216,Female,32,Tangerang,Banten,2022-09-25,Instagram Ads
CUST-00209,Jasmine Wibowo,+6289415955702,Male,26,Malang,Jawa Timur,2022-01-02,TikTok Ads
CUST-00210,Nadia Maulana,088889362590,Male,27,Malang,Jawa Timur,2022-02-03,TikTok Ads
CUST-00211,Beni Hartono,0846-8826-9888,Female,30,Bandung,Jawa Barat,2022-06-27,TikTok Ads
CUST-00212,Mega Halim,+6282175402475,MALE,19,Semarang,Jawa Tengah,2022-01-01,Instagram Ads
CUST-00213,Jihan Cahyani,0859-4118-9434,Female,26,Malang,Jawa Timur,2022-07-04,TikTok Ads
CUST-00214,Cindy Lestari,0873-8250-9157,Female,29,Pekanbaru,Riau,2022-12-30,Marketplace
CUST-00215,Cindy Suryadi,087565216255,Female,35,Balikpapan,Kalimantan Timur,2022-05-10,TikTok Ads
CUST-00216,Eka Hidayat,+6287341585494,Female,33, Makassar,Sulawesi Selatan,2022-07-30,Organic Social
CUST-00217,Tono Suryadi,086860121631,Male,27,Pekanbaru,Riau,2022-10-18,Google Search
CUST-00218,Rizky Darmawan,081741982276,Male,24,Balikpapan,Kalimantan Timur,2022-07-19,Google Search
CUST-00219,Adit Nugroho,+6288317359215,Female,27,Balikpapan,Kalimantan Timur,2022-05-01,Marketplace
CUST-00220,Krisna Wijaya,+6283987122242,Female,33,Surabaya,Jawa Timur,2022-02-15,TikTok Ads
CUST-00221,Indra Cahyani,083552734431,Female,26,Makassar,Sulawesi Selatan,2022-03-19,Marketplace
CUST-00222,Cindy Anggraini,+6285975176329,Female,26,Balikpapan,Kalimantan Timur,2022-06-25,Google Search
CUST-00223,Anwar Hidayat,084372928996,Female,31,Surabaya,Jawa Timur,2022-11-05,Organic Social
CUST-00224,Ayu Wijaya,089622446111,Female,26,Medan,Sumatera Utara,2022-06-23,Instagram Ads
CUST-00225,Erik Purnama,085671975450,Female,33,Balikpapan,Kalimantan Timur,2022-10-16,Referral
CUST-00226,Dewi Wijaya,0862-5961-7645,Female,27,Depok,Jawa Barat,2022-05-08,Organic Social
CUST-00227,Rangga Gunawan,+6285237267251,Female,39,Surabaya,Jawa Timur,2022-08-19,Marketplace
CUST-00228,Endah Handoko,081749827959,Male,31,Balikpapan,Kalimantan Timur,2022-08-19,Google Search
CUST-00229,Fajar Ramadhan,+6283874676677,Female,45,MAKASSAR,Sulawesi Selatan,2022-06-25,Google Search
CUST-00230,Mega Saputra,0866-1041-9856,Female,28,Malang,Jawa Timur,2022-10-16,Marketplace
CUST-00231,Bayu Saputra,+6283639986662,Female,23,Semarang,Jawa Tengah,2022-04-10,Instagram Ads
CUST-00232,Guntur Nugroho,+6288172989395,Male,26,Depok,Jawa Barat,2022-11-21,Referral
CUST-00233,Faisal Lestari,0831-6172-8150,Male,35,Bekasi,Jawa Barat,2022-04-19,Google Search
CUST-00234,OMAR KUSUMA,083915343541,Male,30,,Jawa Timur,2022-10-13,Marketplace
CUST-00235,Gita Ramadhan,087410256023,Female,25,Balikpapan,Kalimantan Timur,2022-10-24,Organic Social
CUST-00236,Wulan Utami,0864-8514-8487,Male,26,Bandar Lampung,Lampung,2022-05-22,Referral
CUST-00237,Anwar  Pratama,082157199671,M,28,Bogor,Jawa Barat,2022-04-01,Google Search
CUST-00238,Lukman Handoko,+6288433721049,Male,23,Bandung,Jawa Barat,2022-07-19,Marketplace
CUST-00239,Jihan Santoso,0868-1317-4147,Female,27,Depok,Jawa Barat,2022-02-23,Google Search
CUST-00240,Bagus Maulana,081186884211,Male,21,Pekanbaru,Riau,2022-12-24,TikTok Ads
CUST-00241,Cahya Lestari,0863-7252-3884,Female,42,Balikpapan,Kalimantan Timur,2022-07-13,Referral
CUST-00242,Citra Hartono,+6289647193920,Male,29,Balikpapan,Kalimantan Timur,2022-01-29,Google Search
CUST-00243,Jasmine Permana,+6284793967200,Female,40,Depok,Jawa Barat,2022-01-16,TikTok Ads
CUST-00244,Hana Cahyani,086996195196,Female,38,bandung,Jawa Barat,2022-08-13,Marketplace
CUST-00245,Krisna Marliana,0836-4611-2022,Female,31,Medan,Sumatera Utara,2022-02-07,Referral
CUST-00246,Nanda Utami,088481559658,Male,33,Bekasi,Jawa Barat,2022-03-21,Referral
CUST-00247,Bayu Ramadhan,086061393243,Female,25,Semarang,Jawa Tengah,2022-12-01,Referral
CUST-00248,Doni Pratama,+6288121346325,Female,19,Medan,Sumatera Utara,2022-02-04,Organic Social
CUST-00249,Taufik Cahyani,0860-1183-8988,Male,36,Surabaya,Jawa Timur,2022-01-01,Instagram Ads
CUST-00250, Ivan Rahayu,+6286691069172,Female,32,Yogyakarta,DI Yogyakarta,2022-02-23,Marketplace
